46.4885 14.7705
90.3236 16.6756
50.9047 15.0559
79.965 16.3625
4.0354 8.24753
80.7124 16.387
74.7176 16.1802
30.2315 13.359
21.2573 12.1962
40.5702 14.3319
61.985 15.6515
82.4139 16.4417
73.0771 16.1194
26.0223 12.86
32.7196 13.6224
38.8522 14.1905
17.5616 11.5899
69.6496 15.9859
47.5306 14.8407
75.0191 16.1912
7.46779 9.32416
63.8935 15.7399
76.8224 16.2555
17.4967 11.5784
36.937 14.0242
6.36816 9.00137
51.0252 15.0633
51.7772 15.1087
12.8501 10.6651
38.4152 14.1533
2.21372 7.58293
43.4107 14.5512
25.5154 12.7948
9.08538 9.76599
43.8433 14.5831
2.14468 7.55626
83.7926 16.4848
43.093 14.5275
35.6401 13.9062
35.3342 13.8776
98.0688 16.8767
22.3554 12.3599
20.3217 12.0511
76.2092 16.2338
80.7226 16.3874
28.1599 13.1224
70.8473 16.0336
28.5742 13.1711
37.5682 14.0801
66.4826 15.8542
61.2696 15.6174
31.3565 13.4807
49.2094 14.9501
24.21 12.6213
80.5985 16.3833
67.1567 15.8829
8.33091 9.56456
41.969 14.4421
10.5295 10.1306
21.8706 12.2885
33.3797 13.6888
13.0621 10.7111
68.1732 15.9256
30.1117 13.3457
38.3829 14.1506
81.8586 16.4241
61.2589 15.6169
97.6253 16.8658
4.97874 8.56448
80.1663 16.3691
42.3141 14.4686
89.8269 16.6619
93.8313 16.7698
13.2398 10.7493
91.0847 16.6965
61.5724 15.6319
21.6244 12.2517
58.1096 15.4602
19.2287 11.8747
21.4292 12.2223
98.8264 16.895
28.4255 13.1537
16.8183 11.4563
73.5333 16.1365
98.4064 16.8849
77.9794 16.2956
62.2852 15.6656
34.678 13.8155
85.551 16.5383
51.7074 15.1045
89.0202 16.6392
52.0819 15.1268
98.0626 16.8765
94.3142 16.7823
6.63185 9.08054
52.2359 15.1359
99.7406 16.9169
76.4143 16.2411
1.3935 7.25851
52.4933 15.1511
42.2996 14.4675
50.4095 15.0255
19.7659 11.9624
15.6386 11.2355
91.7219 16.7138
13.5551 10.8162
71.0194 16.0404
30.4098 13.3786
48.6683 14.9154
56.5467 15.3782
78.7264 16.321
91.4346 16.706
76.7993 16.2547
9.35237 9.83543
58.1433 15.4619
86.942 16.5795
60.3662 15.5736
26.4238 12.9108
50.7184 15.0445
27.2798 13.0167
80.1331 16.368
81.9479 16.4269
64.6006 15.7717
13.4872 10.8019
64.1694 15.7523
22.0682 12.3178
5.34999 8.68458
32.8918 13.6399
2.90129 7.84242
75.4941 16.2083
96.1103 16.8282
51.2732 15.0783
91.7499 16.7146
91.4604 16.7067
43.8812 14.5859
20.7385 12.1164
28.4834 13.1605
